rank,address,lit,kind,entity,category,net_24h,net_7d,net_30d
1894,0xe96400f7e99e0645fa91c9fe0d699b503537b519,345.29362678,wallet,,,0.00000000,0.00000000,345.29362678
1895,0x44e5f25be9a6b903892aa96afb3603645c53dde1,345.06754058,wallet,,,0.00000000,45.00000000,-185.00000000
1896,0xfe1e4507a8fe4e85f96f014abde43fee37acc574,343.74661734,wallet,,,0.00000000,0.00000000,0.00000000
1897,0x24b43e045ddce263e0cbf445688341a402748582,343.68860447,wallet,,,0.00000000,0.00000000,0.00000000
1898,0x19bf5f1bcf3bf3382d5dd2bfe0c4f195d61055cf,343.65599300,wallet,,,0.00000000,343.65599300,343.65599300
1899,0xe7f8e583834f788f18c7a5cde5bf09badc2d2037,342.07838645,wallet,,,100.50000000,100.50000000,240.11838645
1900,0x449f22dd740eb1db8ae57098af5c67f8e4d9c324,341.23751129,wallet,,,0.00000000,0.00000000,0.00000000
1901,0x3c05edc9a104a74c64358f85b565ba4ce638d338,340.92601509,wallet,,,0.00000000,0.00000000,340.92601509
1902,0x21f8edd450b41f5f950b514e2b80e71bfedfc65e,340.91067400,contract,,,0.00000000,0.00000000,-300.00000000
1903,0x98bcb17a9a9baa2b98c7dcd07b7d9629af247765,340.45237007,wallet,,,0.00000000,0.00000000,-61.90430419
1904,0x33916cdc440877de0842117d4f99ef51782ba60b,338.51140465,wallet,,,0.00000000,338.51140465,338.51140465
1905,0xa9fea58408692bee8d41419c1bc6c15682522e73,338.31465576,wallet,,,0.00000000,0.00000000,0.00000000
1906,0x3a781cb383b65a1fff97ce061c3d35a1c09e6960,337.62859217,wallet,,,0.00000000,0.00000000,0.00000000
1907,0xd4137a08dfb4c2ea319e64371aad0746f8dc2774,337.54146366,wallet,,,0.00000000,122.83615281,337.54146366
1908,0x25d53e1fe43e686cc669fb4e992891e63588434c,337.37902973,wallet,,,0.00000000,0.00000000,337.37902973
1909,0xcd9e0fe98bfe8d06b52ff93abf12b2a63fed2bc8,337.26827272,wallet,,,-50.00000000,-140.84050000,-256.63109525
1910,0x7eb60fd51363222d98772db47b3bb3e3631a9006,337.24304392,wallet,,,0.00000000,0.00000000,337.24304392
1911,0xffa35fecde8523c60e8d176ff3ef2e1e02f8b7cf,337.13952000,wallet,,,0.00000000,0.00000000,0.00000000
1912,0x107b697220ba17899f74a44993174807c023589f,336.74264715,wallet,,,0.00000000,0.00000000,0.00000000
1913,0xa55a2fb406d3aa3038968b3d52596ed572940f29,336.55500000,wallet,,,0.00000000,0.00000000,0.00000000
1914,0x090098fa2da7b5f3413908f13ad3d6d1f3bfdbcd,335.81951274,wallet,,,0.00000000,219.27875852,335.81951274
1915,0xbfd5a76bacb481ddd3148ecbbd942ad4031e3c8e,335.65752371,wallet,,,0.00000000,0.00000000,0.00000000
1916,0xe805b60ad0bf195bfce9d5b35468a9266d6fe487,335.05058288,wallet,,,0.00000000,0.00000000,0.00000000
1917,0x65cfe90b87a4d1f07d163fb5ce0aae34bba1a19d,335.01318400,wallet,,,0.00000000,0.00000000,0.00000000
1918,0x233d960072db334e44be04f51bb177085d35c53e,334.85180810,wallet,,,0.00000000,0.00000000,334.85180810
1919,0x212760eb31354d6bfebc19881c20166efc14c8fd,334.60000000,wallet,,,0.00000000,0.00000000,0.00000000
1920,0x5389d69314f459dd0c176c8f58e70b7d57606c94,333.67772106,contract,,,0.00000000,0.00000000,0.00000000
1921,0x2b54b8f46978b220fc0132e4e27452af42f26af1,333.53606074,wallet,,,0.00000000,333.53606074,333.53606074
1922,0x7afef31bd56d7a38c261c4afdb1275f22fabbd69,333.50086943,wallet,,,0.00000000,0.00000000,333.50086943
1923,0xdc8b3c1fa52db8a3b5433267957180cd49b6e29e,332.80000000,wallet,,,0.00000000,0.00000000,0.00000000
1924,0x0bfaa00408a4b28bd1f2348b3bf18ab1497055b2,332.48032977,wallet,,,23.12668328,23.12668328,332.48032977
1925,0x3c20027763d60790a114d5155c66457fcdb66230,331.79148876,wallet,,,0.00000000,0.00000000,0.00000000
1926,0xdceee86fae2983dce0088ae8c7e5903b76bc3520,330.57373065,wallet,,,0.00000000,198.25184998,289.21346058
1927,0x1ab18fa1c1079cef2f18377b51637034c8755452,330.28640905,wallet,,,0.00000000,0.00000000,0.00000000
1928,0x5da3f56267dcab72926cff59e1f18d0fd547b014,330.07386683,wallet,,,0.00000000,0.00000000,0.00000000
1929,0x9df68225898897bfdf813994fb5148f0ab5e4292,330.00000000,wallet,,,0.00000000,0.00000000,330.00000000
1930,0x0e5d0447272be22227870d970f0741e764bd8036,329.94540711,wallet,,,0.00000000,0.00000000,0.00000000
1931,0x1a2e1a8f3cc2d939ad4848ad0b14050333c0a156,329.29836077,wallet,,,0.00000000,0.00000000,0.00000000
1932,0x9188ba9ab4dc7eb3426430c1cb1d66c805195c2d,329.18579413,wallet,,,0.00000000,329.18579413,329.18579413
1933,0x7469ba3f40851650a944eb50bcc93c3ce2169939,326.66326536,contract,,,0.00000000,0.00000000,0.00000000
1934,0xff95c53029b8b63e6acde94606c1f22291ac79af,325.31544647,wallet,,,0.00000000,-60.00000000,325.31544647
1935,0x0aade304c091ce04ed0f30c98748c0a2cce5ac3b,325.10337684,wallet,,,0.00000000,325.10337684,325.10337684
1936,0xa87eadbf930b3cfd64f6ffe1d77fa4b23c113402,324.96000000,wallet,,,0.00000000,0.00000000,0.00000000
1937,0xb758930b36d7882afd562a4384362711357bfb84,323.82968494,wallet,,,0.00000000,-777.39486075,-843.52643488
1938,0x79976fc32ab7046457c150b9f3b550b4b69d777b,323.59860648,wallet,,,0.00000000,0.00000000,58.10965416
1939,0x72d8c250285d274f20443fb0b9db38886592a133,323.32626403,wallet,,,0.00000000,0.00000000,0.00000000
1940,0xfc1235e6523becf4b329ed9adf21750cfaf65bfb,322.83662725,wallet,,,0.00000000,-322.83662725,-322.83662725
1941,0x178963687220248066200cbcf4c3707445d66213,322.76178241,wallet,,,0.00000000,75.42383776,75.42383776
1942,0x57da8bf01f712e2e3d79d4dd036946e60b1d6e07,322.42907453,wallet,,,0.00000000,0.00000000,322.42907453
1943,0xec78a81ba215335ceb8c28bcf88ce7e6e6a5d478,322.24000000,wallet,,,0.00000000,0.00000000,218.74000000
1944,0x14a41cd8a7d4b8db563b6e20ef9ba50f50cc9789,321.36665899,wallet,,,0.00000000,0.00000000,0.00000000
1945,0x73ebe496670ac381a9c4ecc9602bc61c76975a69,321.10393512,wallet,,,0.00000000,0.00000000,321.10393512
1946,0x094580039552410b4386bc567bb04d5e917dab45,320.76221049,wallet,,,0.00000000,0.00000000,320.76221049
1947,0x7633ff351f3c5f395f573517324715f4361df393,320.64689387,wallet,,,0.00000000,0.00000000,0.00000000
1948,0xeb00742ca2c23a090092f56cd64733936807b10e,320.41409261,wallet,,,0.00000000,278.04183184,320.41409261
1949,0x76cf0172dc4e93ae8e81ca54c102cbfef74983e0,320.19000000,wallet,,,0.00000000,0.00000000,0.00000000
1950,0x551bf8b9ec855c39cb52ab891c4f3fd86a94a140,319.42216442,wallet,,,0.00000000,0.00000000,29.06094436
1951,0x610c39f933151f4b058faa059d8aa2fe2bd47980,318.98175506,wallet,,,0.00000000,0.00000000,318.98175506
1952,0xf5493ab64f8d6aa9d2994b1f2aa83be7d23f75be,317.56664651,wallet,,,0.00000000,0.00000000,317.56664651
1953,0xf148a6270193a0441e0d262506909b64256ef6f6,317.53619534,wallet,,,0.00000000,0.00000000,-90.00000000
1954,0x8af2c39125848c133fbd85bf86198ebd6a788415,317.16803518,wallet,,,0.00000000,0.00000000,317.16803518
1955,0x25f181557ce52ebe717a666a0dd86de5fbe1f6a8,316.24893393,wallet,,,0.00000000,0.00000000,316.24893393
1956,0x67127c0719cc5b720068ebc817a27f192b3b2dcd,316.05572509,wallet,,,126.02516673,316.05572509,316.05572509
1957,0x9c4ff4764efdb7d39be074ab817034bb42f12f4b,315.79199942,wallet,,,0.00000000,0.00000000,315.79199942
1958,0xa8ede6e8714685296df2b7f263548f75249329e8,315.67960041,wallet,,,0.00000000,0.00000000,0.00000000
1959,0x4ef188b3d96be0408e4bab3e3547d9717fd70bf2,315.53856717,wallet,,,0.00000000,0.00000000,315.53856717
1960,0x5e6f110f69ed37f8077db1f2ebc3f9a0dcf35112,315.40334031,wallet,,,0.00000000,0.00000000,315.40334031
1961,0x047223b0f9429f865c3a1f1fa1302ee02b44c15f,315.25555396,wallet,,,0.00000000,0.00000000,-13.03749652
1962,0xc9655525da9f803bfc0ca49e1fe760128cfd4490,313.57283247,wallet,,,0.00000000,0.00000000,0.00000000
1963,0xd4cdeacc533dc0c23d1f3dab69ead973e3f418d7,312.59659731,wallet,,,0.00000000,0.00000000,312.59659731
1964,0xbefb36b0d272c0dfa4d78e580cae7e72ff44c48d,312.33019713,wallet,,,0.00000000,0.00000000,312.33019713
1965,0x8bdd66e13f4c256f96d18178b0bda1ffae68dba8,312.13525200,wallet,,,0.00000000,0.00000000,312.13525200
1966,0xe1d74b8c78311d6bdb1b06f0e0656bcd419dfea2,312.12689200,wallet,,,0.00000000,0.00000000,312.12689200
1967,0xacf126d00dbd5f01600d1f1feb64a1c0c2bda762,311.92252066,wallet,,,0.00000000,0.00000000,0.00000000
1968,0x126aca6db474221d36d27d79715033d3e09b88cb,311.51406502,wallet,,,0.00000000,311.51406502,311.51406502
1969,0xa1b2a2dfe6300d3f2174e0a4f073fc0f78f5169f,311.21312000,wallet,,,0.00000000,0.00000000,0.00000000
1970,0x16d36be56f7c7a47a3108b892f895da96aa36c94,310.85987331,wallet,,,0.00000000,0.00000000,0.00000000
1971,0x5ed039d0f9826a3c18d351064bbc518e3449b28d,310.85783000,wallet,,,0.00000000,0.00000000,0.00000000
1972,0xb0533db381daa28b883e0e3e2f291a08477b95aa,310.28669639,wallet,,,0.00000000,0.00000000,0.00000000
1973,0x53d49ffc5fcb66348764cad613b8802ff1f14cf8,310.25607247,wallet,,,0.00000000,0.00000000,-144.00000000
1974,0x5877488b36d4c51fa9e4df7ef750b2860d119ae5,309.62351409,wallet,,,0.00000000,113.40959776,309.62351409
1975,0x2d15bf5c2cfb9bf492a602f42f7b27f5f1a90723,309.34549869,contract,,,0.00000000,0.00000000,0.00000000
1976,0x52304fa5c7b91e63a15e889f23ac51d68d91a87c,308.60000000,wallet,,,0.00000000,0.00000000,0.00000000
1977,0x117dfaca6de35d1d609bbf9d01775282b6b2c164,308.57837141,wallet,,,0.00000000,112.04382383,308.57837141
1978,0x6b37b169650c32c44f7a3ddfaf4e0fada8c00840,307.94915225,wallet,,,0.00000000,0.00000000,97.89113304
1979,0xd2747c6c2802269fe1692c1b0be9568933fbbb05,307.54607176,wallet,,,0.00000000,0.00000000,307.54607176
1980,0x09f28521b155716c980fda541fa35189f40db73d,307.12231478,wallet,,,0.00000000,0.00000000,0.00000000
1981,0x1ec9dd67af275fa69b6ecf7e4c3c4c0968a28fa8,307.04790387,wallet,,,0.00000000,0.00000000,307.04790387
1982,0x79ad858cdff50ca6728d2531894001f221e805c7,307.01186998,wallet,,,0.11000000,14.65041240,205.00495903
1983,0x9d0a67f348010b31f96ef9207d86f139d7cdb0bb,305.27136030,wallet,,,0.00000000,75.92430438,305.27136030
1984,0xa2e1b28eb1ed825a5a805ff9fee69dfe0ff62733,305.08050113,wallet,,,0.00000000,0.00000000,0.00000000
1985,0x412290c85709f5df73c4c6a714cb97b1c6089e2e,304.46241567,wallet,,,0.00000000,0.00000000,304.46241567
1986,0x9a63e0d7c1543e04305d6fa6ca4489d8e551ec07,304.42874372,wallet,,,0.00000000,0.00000000,0.00000000
1987,0x121ac669e4c99ef4673b22d57431b3a521292f2c,304.39129655,wallet,,,0.00000000,0.00000000,0.00000000
1988,0x1633151c7f5309fda9752940f8ac414cb07e59eb,303.44588285,wallet,,,0.00000000,0.00000000,303.44588285
1989,0x8d9fdfd1dd5063d4b69845bc732a40eb5c91c937,303.41207350,wallet,,,0.00000000,0.00000000,203.00000000
1990,0x14481b6f2382d8a24840e501ba84bfc6140c119c,302.67360231,wallet,,,0.00000000,0.00000000,0.00000000
1991,0xb9ceb0b51aa9e0db13fc0445b01f0c8e15bfaadb,301.51020047,wallet,,,0.00000000,0.00000000,301.51020047
1992,0xc23f41674104b15cdba59a361936b6408c816405,301.41803000,wallet,,,0.00000000,0.00000000,301.41803000
1993,0x1f9b37062a13383830f860b71e5ee7e7ed4a9e8d,301.13500344,wallet,,,0.00000000,0.00000000,301.13500344
1994,0xd2515029850d4e2c878a95239ac2c6f8dbf06569,300.60972084,wallet,,,0.00000000,-111.00000000,300.60972084
1995,0xdd0131f19bbcc855cfd9362494c49aa9fd9feb0a,300.50141965,wallet,,,0.00000000,155.45109376,181.63262813
1996,0xe19beae7a7bf9ed7ad2df0c5f04b49900f0b006c,300.35181683,wallet,,,0.00000000,0.00000000,64.73285938
1997,0x9e5bd1148e646a1cebf2787e46190607818da6bc,300.29000000,wallet,,,0.00000000,0.00000000,-260.00000000
1998,0x08923276d4c80282b56bf41d9204914075d48c72,300.18000000,wallet,,,0.00000000,0.00000000,0.00000000
1999,0x5d1201789d4f1b5f489ed0f7ec1daf2cbc71a9cf,300.17741609,wallet,,,0.00000000,0.00000000,0.00000000
2000,0x588c89b1ee741ba1ee50cda3649aa71b6183e342,300.07164496,wallet,,,0.00000000,0.00000000,-22.80000000
2001,0x33cfce9c0506ed375ec142704ab44bacad8cfd43,300.00906000,wallet,,,0.00000000,0.00000000,73.74600000
2002,0x559f1bd955bea5d0ba27e66bb396ad29b975ba6f,300.00497365,wallet,,,0.00000000,-66.48000000,-188.64165788
2005,0x5ff63a0ec7b21358c082197175ce112a4b9c9c15,300.00000000,wallet,,,100.00000000,0.00000000,300.00000000
2006,0xa949017e6061112e3691dc5164abdac31a9b435d,300.00000000,wallet,,,-103.05910684,-103.05910684,300.00000000
2007,0x3fe2e08a1f7766606574a91a5cfaf3342d023947,300.00000000,wallet,,,0.00000000,0.00000000,55.89571358
2003,0x8aab91ad6d65b5f68f9d414f2e94b24c056d7389,300.00000000,wallet,,,0.00000000,100.00000000,300.00000000
2004,0xbdeb1d602fd50ad50794c6538585f04fb7e8c2d1,300.00000000,wallet,,,0.00000000,0.00000000,300.00000000
2008,0xf50f9fb9c3813e13de87447b0894cab4d42b6008,299.81525400,wallet,,,0.00000000,0.00000000,0.00000000
2009,0xc61009bb2a3aa606e80ef5e69e23d68e2a322aa2,298.80131265,wallet,,,0.00000000,0.00000000,298.80131265
2010,0xd753c064b7570df7e1a77d9ef2fceb1203a4ad1e,298.47342557,wallet,,,0.00000000,0.00000000,-60.00000000
2011,0x0c526f94588ff82a0905e4e27cea910fda85fdc5,296.72625682,wallet,,,0.00000000,0.00000000,0.00000000
2012,0xb729d428529aa8efd1164fa4d3e0eeff326b43b6,296.63351931,wallet,,,0.00000000,0.00000000,0.00000000
2013,0xaf95fe44046b4f4c9b716140e236b22a6cb217f8,296.55386823,wallet,,,0.00000000,0.00000000,296.55386823
2014,0x86d6113da6c5100e383ed776dd35afe1f9e38d1c,296.48855857,wallet,,,0.00000000,0.00000000,0.00000000
2015,0xad04c0a3138962591b6cd5ccab40b689c511aee7,296.15730181,wallet,,,242.66652233,242.66652233,296.15730181
2016,0x8860f2dd5cab736a6cc4d2612aa214548194d1cd,296.00815559,wallet,,,0.00000000,0.00000000,296.00815559
2017,0xfed0e586cb372fd0b17ead9f8cb1347bf8a5937f,295.80880039,wallet,,,0.00000000,0.00000000,0.00000000
2018,0xa2d15016e7db8e392bc804ea1f9090d5f302d596,295.51861398,wallet,,,0.00000000,0.00000000,295.51861398
2019,0x8392396d43212e06091421d15ef38918d2563d7e,294.75171684,wallet,,,0.00000000,0.00000000,294.75171684
2020,0x88c4442f9053388a0049d501513d4e8494f74fba,294.62442444,wallet,,,0.00000000,0.00000000,0.00000000
2021,0x4b30f55490179e4b690bd1409e861ac9ba602391,294.51101191,wallet,,,0.00000000,0.00000000,0.00000000
2022,0x205f3fa4565e0f107644c86a67a79a9f3dd145b9,294.29232695,wallet,,,0.00000000,294.29232695,294.29232695
2023,0x629d308b7f8cd98a1d237c776bfe74218b65c9c2,294.27812192,wallet,,,0.00000000,0.00000000,0.00000000
2024,0xf85d3aa80d5386b11a28c59c68d8b4896e82f2c1,294.23228532,wallet,,,0.00000000,0.00000000,0.00000000
2025,0x7bcec44c7486143ee875103de66006047cae8df7,293.17871701,wallet,,,0.00000000,92.65227054,-856.16352946
2026,0xf4f6612f50983bc53c28d2b02bdfd8516c0e4570,292.62682221,wallet,,,0.00000000,0.00000000,0.00000000
2027,0xecaae2941817bba1a84be70d82fe002e14143cbd,291.89757000,wallet,,,0.00000000,0.00000000,291.89757000
2028,0x295bc2cdaffb4a8eeb85e3983b81a18e2f7ec7be,291.43629447,wallet,,,0.00000000,0.00000000,0.00000000
2029,0x962129f25c2d98e658930a8aab6572c0f7cacef3,290.15446550,wallet,,,0.00000000,-10.00000000,-140.00000000
2030,0xd837f16871a7588f6cc2d432f429d3a79b2f5807,288.77679100,wallet,,,135.66044972,288.77679100,288.77679100
2031,0x869a05fe6568b39b6202f6378f463e48ba2880b3,288.58830988,wallet,,,0.00000000,72.65270427,72.65270427
2032,0xa29cc3c866b2e9577dab19a61cba48b12ee533d5,288.27825245,wallet,,,0.00000000,0.00000000,288.27825245
2033,0x6e10f2f091db3961ca8075368b35a1ce18be445b,288.16543170,wallet,,,0.00000000,0.00000000,288.16543170
2034,0xa6b57fc8418eec46c2907029c8612dd6acbfe223,288.02360405,wallet,,,0.00000000,0.00000000,288.02360405
2035,0xd3871843f0fd8764dde9d464d301751b12d74f9e,286.83132431,wallet,,,0.00000000,112.80771526,286.83132431
2036,0xfaa51a990c8ef2d12081977f23e0ba31ef03ec9b,286.49645652,wallet,,,0.00000000,0.00000000,286.49645652
2037,0xd952cc47ef74872a57a389e965d36946e217fbb3,286.36114467,contract,,,0.00000000,0.00000000,286.36114467
2038,0x9eeac296fa2c71102d95d8e754f4365374d152d6,286.23153895,wallet,,,0.00000000,0.00000000,286.23153895
2039,0x22a24884fbcae9d9ba73b42f5d217accaf175912,285.92638987,wallet,,,0.00000000,0.00000000,0.00000000
2040,0xbd82f4935c804858a8777d23801cd068263dfc54,285.90974256,wallet,,,0.00000000,0.00000000,285.90974256
2041,0xccee59e542bdd180e1d449c283bce615a0cb754e,285.36120240,wallet,,,0.00000000,0.00000000,-295.11403091
2042,0x9d40ce27fd53e65e2e543f2366b21dfe75c11304,284.77858513,wallet,,,0.00000000,0.00000000,0.00000000
2043,0x05e8ff3ca3d1973f2f3db58f38a4603faef089f6,284.77221400,wallet,,,0.00000000,0.00000000,0.00000000
2044,0x724080c70c21cd6b1a86480dd685c46bc3a4424c,284.74110600,wallet,,,0.00000000,0.00000000,284.74110600
2045,0xd50ac0368b456517726b26e1173038710d333507,284.53010000,wallet,,,0.00000000,0.00000000,0.00000000
2046,0xd87ba2a762fc8b06c412f40efbc94ace9f738dac,283.59509755,wallet,,,-283.59509755,-283.59509755,283.59509755
2047,0xf82860d25ea4b2ed2b0ac953f63e9710a9bca776,282.89550168,wallet,,,0.00000000,0.00000000,85.68826762
2048,0xd2da8c9c46e4b1879134895ad826d8543aa40e0c,282.55530092,wallet,,,0.00000000,0.00000000,0.00000000
2049,0xb89bc4e3eb0094b3d10aa771163e376ebfa0b5e2,282.01000000,wallet,,,0.00000000,0.00000000,0.00000000
2050,0x1dd19967f692e18a884af64493feb434087a7b42,281.50318208,wallet,,,0.00000000,0.00000000,281.50318208
2051,0xf0af006d257b52cd1972538aedea598fbeea3c8c,280.46121371,wallet,,,0.00000000,0.00000000,175.42394861
2052,0xc5367bb83ce9c177bf40ad51c3623a2c8b3c6b33,280.31545667,wallet,,,0.00000000,0.00000000,280.31545667
2053,0x778c65e3fe5e837ed708c1bfd8c60d23dcbfd49f,280.13004077,wallet,,,0.00000000,0.00000000,280.13004077
2054,0x5537731688a33006960f292a010c217adad17592,280.09019413,wallet,,,0.00000000,0.00000000,280.09019413
2055,0x800ca02fbe947651eac5b7f33731dac8d3c5d7c0,280.00000000,wallet,,,0.00000000,0.00000000,0.00000000
2056,0xd0fea94390333c671db9c48183dedb17a2e5b08d,279.70921936,wallet,,,0.00000000,0.00000000,279.70921936
2057,0xdef0eb9e3583417ecf7634dc25dc5a6ed296cc24,278.80489194,wallet,,,0.00000000,0.00000000,0.00000000
2058,0x016606acc6b0cfe537acc221e3bf1bb44b4049ee,278.64782528,wallet,,,-86.08596845,38.28656946,83.10949812
2059,0x414ed1a1c16dd03f1a6c3568a7e84a8d76f32541,278.15203657,wallet,,,0.00000000,225.70244077,278.15203657
2060,0xc92ce865112ee9610cd08d17cabe89968e00035d,277.25498300,wallet,,,277.25498300,16.03693722,277.25498300
2061,0xa1578265bc5efd32b6e97b65a22cc6d9d81b2077,276.85119640,wallet,,,0.00000000,0.00000000,0.00000000
2062,0xc61aeb70faeef038953e770ce0d55a97acbcde20,276.27749010,wallet,,,0.00000000,276.27749010,276.27749010
2063,0xa0e9e7e2978f26a90f0c116bcec3813197b5bae8,275.54297045,wallet,,,0.00000000,0.00000000,0.00000000
2064,0x81ba05f49f2df0f4fb605da8e0bc607c4e0d7eb7,274.46699036,wallet,,,0.00000000,0.00000000,0.00000000
2065,0x7c4c6d1dcef645049c4d54a3236ff5303c609dee,274.17268793,wallet,,,0.00000000,0.00000000,274.17268793
2066,0x5fbad23f60aa951b14ce76a6cb1a555b58a0f9d1,273.88867720,wallet,,,0.00000000,0.00000000,273.88867720
2067,0xedf86f5c4738ef77cb1d64b99b7dfb996436cec7,273.63219848,wallet,,,0.00000000,0.00000000,205.05747187
2068,0x79a04f22dad4bcf31d3a417fd3f277a4e4e9d312,272.76866420,wallet,,,0.00000000,272.76866420,272.76866420
2069,0x9ba330086e8dcde8ac8627f438fbf313d79f58c1,271.76986750,wallet,,,0.00000000,0.00000000,271.76986750
2070,0x42280a5167e42327a81369a8332b3b6fe336d074,271.47078703,wallet,,,0.00000000,0.00000000,0.00000000
2071,0x11c80ce5d2814b1e6a49d2f8e8dbe897324bdc05,271.30772499,wallet,,,2.56214808,124.67774281,143.80713413
2072,0x5107a9bc9f2b6a452e0e38a1eb9fc55e3ddc0165,271.00000000,wallet,,,0.00000000,0.00000000,0.00000000
2073,0x4b0342ba09361d7270c87fc166058f0f819b9f66,270.96000000,wallet,,,0.00000000,0.00000000,0.00000000
2074,0x83a713f381ccdb0cbc847dbb42239aa3eed5b232,270.70186013,wallet,,,0.00000000,0.00000000,270.70186013
2075,0xceaf051f83aaa251c9099ca8ae059ec54b109bd1,270.61001777,wallet,,,0.00000000,0.00000000,270.61001777
2076,0x23fe71d9152b919fad3acf958feb89e1ae9ab02c,270.60515528,wallet,,,0.00000000,0.00000000,11.00999258
2077,0xd5b1b0002921916fb80c5b6605c2b1a1d385d4ce,270.57905901,wallet,,,0.00000000,0.00000000,0.00000000
2078,0x1dc89ab25ab5d8714fcf9ee4bd9c9a58debeb4d8,269.42286897,wallet,,,-191.58000000,-181.06000000,-276.83999958
2079,0x69224b7fe305ed7e7b03a53e4b2ff08a7c73a961,269.21973301,wallet,,,0.00000000,0.00000000,269.21973301
2080,0xbc82a672e332f5823613750015850b6e33e09a72,268.85893055,wallet,,,0.00000000,0.00000000,268.85893055
2081,0x3f4f5d83cfe4b90b5f2c0afaa9b6946809f46132,268.10469600,wallet,,,0.00000000,12.33469600,-111.44530400
2082,0x6f1ee946710b488146ea27f30e68f1233f50157e,265.04000000,wallet,,,0.00000000,143.75000000,265.04000000
2083,0xa4fc7c1a057d48301c91faf381fb329359b8cd7f,264.04000000,wallet,,,0.00000000,0.00000000,264.04000000
2084,0x6f02ec1e6e3c0898c1a870ed9a6833dd5cc4540a,263.95994273,wallet,,,0.00000000,0.00000000,263.95994273
2085,0x889c6fcda292382026cd43612b59b510709e5cea,263.84251900,wallet,,,113.89251900,263.84251900,263.84251900
2086,0x7b23d336d9020d357fec6b434c619bbf23b8c37c,263.53989726,wallet,,,0.00000000,0.00000000,-40.00000000
2087,0xf2ae4437bbb38e6758c437c07986390cd00a2203,263.47497071,wallet,,,0.00000000,0.00000000,263.47497071
2088,0xb12c40e37f581ec2f8e0fe6338e24228a314de1f,263.10821503,contract,,,0.00000000,122.29234667,263.10821503
2089,0x060b0751a562cc95bd139c9ff4994a07bdd0202a,262.82441511,wallet,,,0.00000000,0.00000000,262.82441511
2090,0x0362dd416e6659911176b1fa699614ea6a5d522c,262.43702235,wallet,,,262.43702235,262.43702235,262.43702235
2091,0x8bbdb2c6dc67ea2e15f175bda8f767d8624678f8,262.00574570,wallet,,,0.00000000,0.00000000,0.00000000
2092,0x89660c35fd36362f1708d091ce715333871c44f5,260.05976614,wallet,,,0.00000000,0.00000000,260.05976614
2093,0x17c3403a3b1d0fbcefe430b4d8bdfba430b0c4bf,260.02593630,wallet,,,0.00000000,0.00000000,260.02593630
2094,0x282c3dd20d25e5e220fa00b82e45085e3026a8db,259.99238456,wallet,,,0.00000000,0.00000000,0.00000000
2095,0xf8f7e88d54b69565110083e65e0898c9eecd5320,259.64000000,wallet,,,0.00000000,0.00000000,259.64000000
2096,0xa00dfc25898b8db6aa8a990b2064abc31b1c0bba,259.16048429,wallet,,,0.00000000,0.00000000,0.00000000
2097,0xd6a4b1ae2ead93ffbacbc7f10241f3e099249ea2,258.40197336,wallet,,,0.00000000,0.00000000,0.00000000
2098,0x386b851ec666482e7038ec8dc1b74f90393464c6,257.94688679,wallet,,,0.00000000,0.00000000,0.00000000
2099,0x71299dce1d724d10e3424eb4fa12213375cc4686,257.49684888,wallet,,,0.00000000,0.00000000,257.49684888
2100,0xe7da0ef92d5a62d4355fe4d391563105ec59bb81,257.13666471,wallet,,,0.00000000,257.13666471,257.13666471
2101,0x3d4e6b2d6c579501453d925a3aa3dea23c7df2c1,257.13000000,wallet,,,0.00000000,0.00000000,148.54000000
2102,0x43bb7b6ef09f49a2330479a82a60832959a993ca,256.91500900,wallet,,,0.00000000,0.00000000,256.91500900
2103,0x4eb3ee7e7e89a123726d58733bddb0c310d6fabd,256.61506485,wallet,,,0.00000000,0.00000000,53.80773606
2104,0xa22b2d632f98a87357cc4b81ff3e0c2571519a8b,256.34045039,wallet,,,0.00000000,0.00000000,0.00000000
2105,0x73184867f40116a332669e19e423796de2fc0bae,256.30252354,wallet,,,0.00000000,0.00000000,0.00000000
2106,0xb87c4a6355db5fc0c904bb4f1ed223a9ce69c829,256.07000000,wallet,,,127.95000000,256.07000000,256.07000000
2107,0xa9de6061d82b04d9128fbe26eb5491ae06e3756e,255.52775505,wallet,,,255.52775505,255.52775505,255.52775505
2108,0xe38bf6f68dbf5733d5bf3c9e3fe47bf7f9eda3e1,255.17638192,wallet,,,0.00000000,0.00000000,23.78334984
2109,0xd159bef595272d87159845dee8345d2736892d01,254.72833627,wallet,,,0.00000000,0.00000000,254.72833627
2110,0x1d4d20b0ba7d5fe7655d5072ce2d2b94fb6f3d2d,254.49374622,wallet,,,0.00000000,0.00000000,0.00000000
2111,0x42d69cd807fa373d7a3d12a349420daf188dca8c,254.05187009,wallet,,,0.00000000,254.05187009,254.05187009
2112,0xbccae79a82a8a81ab726885a37b3a86418e55d3c,254.00000000,wallet,,,0.00000000,0.00000000,0.00000000
2113,0x965a11e92051588b496dfd94b958ed1a590ec28c,253.38431886,wallet,,,0.00000000,0.00000000,253.38431886
2114,0xbdd387f575347f77a03cbcdcba552e8e2b718c10,252.30639153,wallet,,,0.00000000,0.00000000,252.30639153
2115,0x397d5d61d92dd5928add396945922fb3acad8784,252.28685617,wallet,,,0.00000000,0.00000000,-95.00000000
2116,0x2a3bd2c2b3764fccdb2518559c4a935e8830e6bd,251.25829767,wallet,,,0.00000000,67.17576660,98.49745851
