rank,address,lit,kind,entity,category,net_24h,net_7d,net_30d
1,0xe554dcb002e4f3546d67e6deed84323eed989d62,234261292.00000003,wallet,,,0.00000000,0.00000000,0.00000000
2,0x3b4d794a66304f130a4db8f2551b0070dfcf5ca7,158806937.99626723,bridge,,,1694915.41571241,85875.85507060,-4493431.13886242
3,0xa9f5beb22c396ab05552fce0fe8b4335875e44e8,58917589.00000001,wallet,,,0.00000000,0.00000000,0.00000000
4,0x47fa2aaa7acd628a1e72683cdb3c4d7fc9fab2d6,51218199.00000000,wallet,,,0.00000000,0.00000000,0.00000000
5,0xe5fd7437d0ee86b4789a9f489ed0670b0966fa59,42386227.00000000,wallet,,,0.00000000,0.00000000,0.00000000
6,0xb3058a7f08df0e252bfc012ec44314ee827019e4,36116444.00000000,wallet,,,0.00000000,0.00000000,0.00000000
7,0x1aab61267a3b58af8102dc9f58e0abb18e24b04c,23370369.00000000,wallet,,,0.00000000,0.00000000,0.00000000
8,0x72b23aebbd4abfc1cea755686710e74c93696fae,18333137.00000000,wallet,,,0.00000000,0.00000000,0.00000000
9,0x000000000000000000000000000000000000dead,15638703.00000000,burn,,,0.00000000,0.00000000,0.00000000
10,0x1a51016fad47de690d1f48adf2f6407f3cdc160d,12609965.50000000,wallet,,,0.00000000,-125000.00000000,-2288727.50000000
11,0xcb8e76416f4a2511a6d01e879c48c92b4acfaa17,10241749.00000000,wallet,,,0.00000000,0.00000000,0.00000000
12,0x208f02624dc2973e9a05089b3c76abed676dbeee,10000000.00000000,wallet,,,0.00000000,0.00000000,0.00000000
13,0xf38dfc3c6d5c54d7023bf25c6cb41c5b726fc8d0,10000000.00000000,wallet,,,0.00000000,0.00000000,0.00000000
14,0x83c8aadccbd9ca276a3006b5136450bceac4456f,10000000.00000000,wallet,,,0.00000000,0.00000000,0.00000000
15,0x74ce0b0c50e681caff76be4bb9249e64f364eb3d,10000000.00000000,wallet,,,0.00000000,0.00000000,0.00000000
16,0x0df848fb2e5ac5a7569c4e9f9f0ec66927b27371,10000000.00000000,wallet,,,0.00000000,0.00000000,0.00000000
17,0xa3d937a36a63ae36ff4b248a28d8fc8931ecb1c3,10000000.00000000,wallet,,,0.00000000,0.00000000,0.00000000
18,0x1833dc049ff934763f855ddba465b059922927af,9900983.00000000,wallet,,,0.00000000,0.00000000,0.00000000
19,0x8cc5dafdd4cfd7636b1b9c05fd0899a48d6274eb,8841576.00000000,wallet,,,0.00000000,0.00000000,0.00000000
20,0xbc5bb15911aa50b1ef32581c1973c0f4dd23d224,8147550.00000000,wallet,,,0.00000000,0.00000000,0.00000000
21,0x763bea76b89cbb89a52bf010f7732142676e38dd,7364699.00000000,wallet,,,0.00000000,0.00000000,0.00000000
22,0x5ee84d30c7ee57f63f71c92247ff31f95e26916b,7360470.98728630,wallet,,,0.00000000,0.00000000,-253385.57908939
23,0xfa2d7c3767b08087db725fee6661ef0c114fea2c,6878042.54633107,wallet,,,0.00000000,-21887.89624343,5660331.10670696
24,0x35fb1dbc43277519dd42b36f3fd047bcf3aa0a3a,6316191.00000000,wallet,,,0.00000000,0.00000000,0.00000000
25,0x4a4aaa0155237881fbd5c34bfae16e985a7b068d,6216251.91077040,wallet,okx,Centralized Exchange,311938.79095111,622012.62325513,329797.03106834
26,0xf70c9547ca5016797d7fd9623320d653e82d83a5,5690879.00000000,wallet,,,0.00000000,0.00000000,0.00000000
27,0x36f41e60057e2b16f165b331595c15df999c8247,5521586.00000000,wallet,,,0.00000000,0.00000000,0.00000000
28,0x91d40e4818f4d4c57b4578d9eca6afc92ac8debe,5424358.12909550,wallet,okx,Centralized Exchange,-402940.00650000,-16269.81135275,-163645.86009371
29,0x3c12dbfbf9d654d61a820b5a80d98e63fab9ee51,5072859.00000000,wallet,,,0.00000000,0.00000000,0.00000000
30,0x83bf2fabcf50495ff344f55c91d3026a564dc44b,4878681.00000000,wallet,,,0.00000000,0.00000000,0.00000000
31,0x73781209f3b0f195d0d3fa9d6b95bb61c54c1ca6,4741109.99860955,wallet,,,0.00000000,0.00000000,201399.43274791
32,0x63f0daee00b61505c9adc3138f59b4d13158b088,4684331.00000000,wallet,,,0.00000000,0.00000000,0.00000000
33,0xdeb3524810d76429fac0e367986fdc0f8e3e88e2,4526776.00000000,wallet,,,0.00000000,0.00000000,0.00000000
34,0xb829e684df8e31b402a4d4aedf3bbc18a52e7589,4500001.00000000,wallet,,,0.00000000,0.00000000,4500001.00000000
35,0xab04909dfe42c513b7e8ebbb75291c2968221de9,4489983.00000000,wallet,,,0.00000000,0.00000000,0.00000000
36,0x8688d08cda043ad9243c3e0a115ea4607aa136a4,4434887.00000000,wallet,,,0.00000000,0.00000000,0.00000000
37,0xe9e24a80b12946fc0731d808999ea1bbd47cda0a,4408086.00000000,wallet,,,0.00000000,0.00000000,0.00000000
38,0x1a3819f109cf98b6a057a9464be2cc0f4b0e361f,4400289.00000000,wallet,,,0.00000000,0.00000000,0.00000000
39,0xba3015e1c0e1a75c92b1b73197cd20fd5689bc9a,4398776.00000000,wallet,,,0.00000000,0.00000000,0.00000000
40,0x6d469a15045417693ee8bcd3d0baa9bcba686bd1,4372642.00000000,wallet,,,0.00000000,0.00000000,0.00000000
41,0xd0c0dc5636e6c6e2b2da37b0e2ce56c96f64cdb6,4141190.00000000,wallet,,,0.00000000,0.00000000,0.00000000
42,0x699510cdaa13b533b5603a3f0d49d22a5022a968,4141190.00000000,wallet,,,0.00000000,0.00000000,0.00000000
43,0x841ed663f2636863d40be4ee76243377dff13a34,4030358.30691432,wallet,robinhood,Centralized Exchange,2717.52400000,255434.15073586,1128352.56474828
44,0x1190cea3e2c8727218768bfb990c3228aa06dfa9,3659656.00000000,wallet,,,0.00000000,0.00000000,0.00000000
45,0x57a71f8db4e5ae0e08d4def0db3848af2df829e3,3576141.00000000,wallet,,,0.00000000,0.00000000,0.00000000
46,0xc77437bd005d37a32a9cc765c0f72c7f713a3b50,3450986.00000000,wallet,,,0.00000000,0.00000000,0.00000000
47,0x09293146f266e8abc4b9914ba57567f3ecbd23d3,3142271.00000000,wallet,,,0.00000000,0.00000000,0.00000000
48,0x1b0ba7c90914e327163b817685a9b99ae8b30b06,3102993.00000000,wallet,,,0.00000000,0.00000000,0.00000000
49,0x260b364fe0d3d37e6fd3cda0fa50926a06c54cea,3010382.96037893,wallet,bybit,Centralized Exchange,-267817.33428072,868005.07585865,3010382.96037893
50,0xf89d7b9c864f589bbf53a82105107622b35eaa40,2993082.15762007,wallet,bybit,Centralized Exchange,-284319.76219381,-667795.77718247,-7964737.00157287
51,0x33ae48dbfe0a818635ba6e84e1ae03477ce1b971,2876995.00000000,wallet,,,0.00000000,0.00000000,0.00000000
52,0xdd86b9e81bfc27ff2bd021cefcbd9b4a14a7c2aa,2780776.00000000,wallet,,,0.00000000,0.00000000,0.00000000
53,0x0dfe1180b81f3c8aa3743eae7cbfb26ad9f7e4f4,2612131.00000000,wallet,,,0.00000000,0.00000000,0.00000000
54,0xef4268e5b09562122ab3aa747078c7ee601773c0,2206611.00000000,wallet,,,0.00000000,0.00000000,0.00000000
55,0x069a1c829c2fe9d5a5c0bc1cc64cc0aae29ed04d,2184958.00000000,wallet,,,0.00000000,0.00000000,0.00000000
56,0xb135faa59ab685f3c70765f66956ac1cb276f7ae,1945426.50097983,wallet,,,-87141.86819523,-103903.30841203,1319861.97165362
57,0x3aec3e54dd1ab2d30be6c020cfd5e080bc07437d,1885363.00000000,wallet,,,0.00000000,0.00000000,0.00000000
58,0x40d20c794a4f3ed5ee45e65d3e1c4b9a23c60ecc,1882090.00000000,wallet,,,0.00000000,0.00000000,0.00000000
59,0x4350e9ca17724aacc15ac1e21aacfcb52e808184,1873137.00000000,wallet,,,0.00000000,0.00000000,0.00000000
60,0x543dc3006988352f0e3917d86004953189665ad1,1865724.00000000,wallet,,,0.00000000,0.00000000,0.00000000
61,0x826e6786e58dad1c0eb08292cda82dd7e7cb7b1c,1534318.21019795,wallet,,,0.00000000,0.00000000,0.00000000
62,0x20e732d4330d9857be69f3b539958e0d7b441bcc,1497358.32304959,wallet,,,0.00000000,0.00000000,0.00000000
63,0xa7ab22be1cc8f9075afcbd9f695dec61071ef596,1472940.00000000,wallet,,,0.00000000,0.00000000,0.00000000
64,0x4424237c9d0a233c7f7921ed339ed13cd0ec71fc,1380387.00000000,wallet,,,0.00000000,0.00000000,0.00000000
65,0xb22d8af3e2ead3f7d6a8ebe45701aed035aedc8b,1366732.39932200,wallet,,,0.00000000,0.00000000,17369.30000000
66,0xb4ad5d109dde0c01f652184778059acd0036f2da,1333325.00000000,wallet,,,0.00000000,0.00000000,0.00000000
67,0xdbe8d8b418a8db8c72f05abcd450cc7c38116171,1333325.00000000,wallet,,,0.00000000,0.00000000,0.00000000
68,0x3c9df24f248ff949161a5a43bbf6dd69378d7799,1294490.23928231,wallet,okx,Centralized Exchange,-5661.38000000,60967.50000000,365387.37738850
69,0x97c99466a4a58123d41957bf333740699c786dc1,1268215.00000000,wallet,,,0.00000000,0.00000000,0.00000000
70,0xfde998369e2a0e7855198e915775603f17eb096b,1244058.00000000,wallet,,,0.00000000,0.00000000,0.00000000
71,0x6287316f7e7715914e5d42c95e8d237f559f05b8,1242356.00000000,wallet,,,0.00000000,0.00000000,0.00000000
72,0xe3f235f6e8fe414ca774bb72aab3df963d660c5d,1188000.00004770,wallet,,,0.00000000,0.00000000,0.00000000
73,0xc52a907e34c62c2bcb10fd85c3b9e7a40d31cb84,1178352.00000000,wallet,,,0.00000000,0.00000000,0.00000000
74,0x75a779eafe449281a66a553d6a3f97dd6f0ae8aa,1099795.00000000,wallet,,,0.00000000,0.00000000,0.00000000
75,0x419e1e9b736a21bc3e23b66585eea618bf13f457,981960.00000000,wallet,,,0.00000000,0.00000000,0.00000000
76,0x7c47645449a8e694ffbbc5df2cc3576ee80fc775,981960.00000000,wallet,,,0.00000000,0.00000000,0.00000000
77,0x6adc6ed084a1cdbcc571d98a1b34076151442c34,980791.00000000,wallet,,,0.00000000,0.00000000,0.00000000
78,0xbcda26b7c6fe36b4f97c21a57807817b06e15c77,965604.16044469,wallet,,,0.00000000,0.00000000,965604.16044469
79,0x88aaf7d5ab1adb00acb1ea4e292ba57bd40e4f3f,962704.00000000,wallet,,,0.00000000,0.00000000,0.00000000
80,0xc882b111a75c0c657fc507c04fbfcd2cc984f071,867760.95492008,wallet,gateio,Centralized Exchange,0.00000000,352783.08277987,-503883.50731473
81,0x37f1a6a284aff8482361b9adf444dcf88937554a,834666.00000000,wallet,,,0.00000000,0.00000000,0.00000000
82,0xceb39aabdac87ff10eb42b9f44eb2a24375a884f,828239.00000000,wallet,,,0.00000000,0.00000000,0.00000000
83,0x618a9066d6ca57c85d25668f92ea775bf40be0aa,828238.00000000,wallet,,,0.00000000,0.00000000,0.00000000
84,0x9d36506dff3cc1793128a0b2dc5b0759286d6813,818300.00000000,wallet,,,0.00000000,0.00000000,0.00000000
85,0x787347985bf454f0f24ad8b22cd92d9dc463f888,808480.00000000,wallet,,,0.00000000,0.00000000,0.00000000
86,0x1715f728f16ffd41593642ad1c6b75f15707662d,790092.00000000,wallet,,,0.00000000,0.00000000,0.00000000
87,0x89d8a175055e4a99c0854911fb980f15052951e1,750000.00000000,wallet,,,0.00000000,0.00000000,0.00000000
88,0x27cd450ae337bdf2d16992b7f52dcf52ac0e52b0,726650.00000000,wallet,,,0.00000000,0.00000000,0.00000000
89,0x114665aa388d8e213570a212d956309209216676,720452.10357857,wallet,,,0.00000000,0.00000000,-107751.70052838
90,0x0ef438228551bdd7133a3cdd26aa52b03287dae5,696422.00000000,wallet,,,0.00000000,0.00000000,0.00000000
91,0xfa7a10c46d63577296245ca7ed16f731dd940add,693843.00000000,wallet,,,0.00000000,0.00000000,0.00000000
92,0x1a83460a74be0164466e7b2183ffb0c95551f965,687372.00000000,wallet,,,0.00000000,0.00000000,0.00000000
93,0x8518a2e6857ad4caad25787f651aa86ebd149dbf,683326.00000000,wallet,,,0.00000000,0.00000000,0.00000000
94,0x373704e394ef150241aee836115d78aba3fc5c76,674963.43039011,wallet,,,131922.45351218,131922.45351218,674963.43039011
95,0x345061b15725a4e60acc3e084fa8e62bf44861c1,666662.00000000,wallet,,,0.00000000,0.00000000,0.00000000
96,0x1367a93e793ac8a04e451e93cf362a6f4f1f8069,666652.00000000,wallet,,,0.00000000,0.00000000,0.00000000
97,0x1d6f4d93ac7aa8574865666ab863de72129c1781,655675.13545568,contract,,,-46949.25266980,83638.17936662,266818.46274845
99,0xafe67968657350988e462ef6bff9234b330e29cb,628454.00000000,wallet,,,0.00000000,0.00000000,0.00000000
100,0xe0989e1f74d79cfa7867e5243fc96436fb120f87,628454.00000000,wallet,,,0.00000000,0.00000000,0.00000000
101,0xeb8152b24b037af1253fcd4fc875cfcc3f135ac9,628454.00000000,wallet,,,0.00000000,0.00000000,0.00000000
98,0xcbe7d00cc6e94bb97463473a49d9e7b319ecbb67,628454.00000000,wallet,,,0.00000000,0.00000000,0.00000000
102,0xc3e7017e240e1f3b2d3ba548fbd3fc51e2e9d279,618825.00000000,wallet,,,0.00000000,0.00000000,0.00000000
103,0x8fc8f2a6182128009b76e25da3d465d4869f8786,618635.00000000,wallet,,,0.00000000,0.00000000,0.00000000
104,0xc333e80ef2dec2805f239e3f1e810612d294f771,613699.71104319,wallet,,,0.00000000,-259.40000000,612784.81900821
105,0xf8191d98ae98d2f7abdfb63a9b0b812b93c873aa,597962.51874822,wallet,,,-148638.46988746,105044.19679994,593488.53952613
106,0x456bf28149bae810fb51a4007af0712178d04af0,589176.00000000,wallet,,,0.00000000,0.00000000,0.00000000
109,0x9394217ee3624cd72f22a2ea8df2b27dca9199b5,552159.00000000,wallet,,,0.00000000,0.00000000,0.00000000
110,0xf0bb34828f51a696cb933ace6b5715b85ad6f3bd,552159.00000000,wallet,,,0.00000000,0.00000000,0.00000000
111,0x3f3919f53f7d31496118a92f68a83c7a3aa86763,552159.00000000,wallet,,,0.00000000,0.00000000,0.00000000
107,0xc6bd907de688762b512c73aee40a4ba71efd77a3,552159.00000000,wallet,,,0.00000000,0.00000000,0.00000000
108,0x88e7703d40b0d97eecd02506a0f48ed4486aaad5,552159.00000000,wallet,,,0.00000000,0.00000000,0.00000000
112,0x0d0707963952f2fba59dd06f2b425ace40b492fe,532839.65842911,wallet,gateio,Centralized Exchange,43508.47944203,-189760.85723211,334460.64990143
113,0x26209d9f0dc3ac0129c3fb1badabfeb9ee728c66,531392.83528828,wallet,,,21826.61585162,21135.43725797,-63505.14498427
114,0x6ae52dca153b49ce332f71cbe00fa3ccc062ff8a,495376.71261086,wallet,,,-5475.24411103,-15756.62564071,919.19457138
115,0xee19a97b610632c96407b82473833518e418cccf,490980.00000000,wallet,,,0.00000000,0.00000000,0.00000000
116,0x7a39337ee4bfc9187ea3fc34a87c40bc953bb238,490980.00000000,wallet,,,0.00000000,0.00000000,0.00000000
117,0x3eb196334f565ad4f8903e4fc6199cc7d7f29de8,445008.10606479,wallet,,,0.00000000,445008.10606479,445008.10606479
118,0x494ec1dc2a2eafef16054fa2ad2aeb0b65b43da1,438036.00000000,wallet,,,0.00000000,0.00000000,0.00000000
119,0x2ffc2b2398130bd4febaa48696771c1ceca2833e,433614.09946098,wallet,,,-11790.93909088,-15601.00837172,394473.73411016
120,0xe1602d7560809d49424fdff46a61f62951a2ae21,416665.00000000,wallet,,,0.00000000,0.00000000,0.00000000
121,0x0ff78e1fe48641ed63615a7b3ebb908f3f4bae34,414119.00000000,wallet,,,0.00000000,0.00000000,0.00000000
122,0x0ac17107ed62a693520db8d3ae749403a94afb8a,414112.00000000,wallet,,,0.00000000,0.00000000,0.00000000
123,0x2c1ba0dd6a48461fbbed3df163f193100e2069c0,412423.00000000,wallet,,,0.00000000,0.00000000,0.00000000
124,0x7dafba1d69f6c01ae7567ffd7b046ca03b706f83,402135.07309500,wallet,,,-54128.13186000,402135.07309500,402135.07309500
125,0xfc0d9342d210b5bef6c595b0220c00c5e6fc43e8,392784.00000000,wallet,,,0.00000000,0.00000000,0.00000000
126,0x6ead861c9e5459bf56ba67aaabff11c471f51091,377582.43195300,wallet,,,0.00000000,-161821.03000000,-161821.03000000
127,0xb0f8a81ee401c9bb27a1ee63917f2fee42dbb475,373145.00000000,wallet,,,0.00000000,0.00000000,0.00000000
128,0xfb97dd18d379c856bbc114041e1836bcee063d8f,373145.00000000,wallet,,,0.00000000,0.00000000,0.00000000
129,0xc7bf110f5d43e4fe69db9ce6cde71082a3a66cae,364143.00000000,wallet,,,0.00000000,0.00000000,0.00000000
130,0x684384f980ba7a31cb16046934bda1e9782de831,353506.00000000,wallet,,,0.00000000,0.00000000,0.00000000
131,0x60d99e3c37da40cf34e3bcf7cfc2094dc87a742f,353505.00000000,wallet,,,0.00000000,0.00000000,0.00000000
132,0x466442771f95477588c24da6562f7598625dd1a9,348210.00000000,wallet,,,0.00000000,0.00000000,0.00000000
133,0xa1f0f84895a467a915d9f90a812a2821cb0876d3,346703.32786338,wallet,,,0.00000000,-360890.83412605,-1291626.62172278
134,0x54957c4fcb0a9998a1829e15aa4249f6ab29e079,336596.85919845,wallet,,,0.00000000,-15988.21163167,-207131.75331416
135,0xe570ce69c05dc8bb627620a0fdd846adbc51572f,333326.00000000,wallet,,,0.00000000,0.00000000,0.00000000
136,0xd7264d035dfcc72f357cadb3ee8862a864856e36,333326.00000000,wallet,,,0.00000000,0.00000000,0.00000000
137,0x28716df83200d54db0a4915bb5dd486570ab2f2f,333326.00000000,wallet,,,0.00000000,0.00000000,0.00000000
138,0xabbce0640362c092708fce3b36bc454b7e18d86e,333326.00000000,wallet,,,0.00000000,0.00000000,0.00000000
139,0x1b6dbdfe3b99e00d10b1b5913c245ba32f1cf7e1,333326.00000000,wallet,,,0.00000000,0.00000000,0.00000000
140,0xcdb5076bac09d5795b7ac389f05d3fe8d5b94dab,333326.00000000,wallet,,,0.00000000,0.00000000,0.00000000
141,0x4d8960b5b663c96e2928094f5d083cf18a45cb09,331295.00000000,wallet,,,0.00000000,0.00000000,0.00000000
142,0x8497f03907646f9468d4dd926267d5c23fc7cdc0,331295.00000000,wallet,,,0.00000000,0.00000000,0.00000000
143,0xeb9af6505bdfd2b64848a21ed02f8ccab9144f5d,331204.00000000,wallet,,,0.00000000,331200.00000000,331200.00000000
144,0xc899eeea7195fc839a2a987bbcc4c24d181e4b0b,329292.99999767,wallet,,,0.00000000,-100005.00000000,-890937.13846052
145,0x93228d328c9c74c2bfe9f97638bbb5ef322f2bd5,328956.17492157,wallet,,,0.00000000,-299341.75706168,-248762.53538203
146,0x1b1a99d72cc4bcf4a24def66026eef6dc944f57b,327320.00000000,wallet,,,0.00000000,0.00000000,0.00000000
147,0x85001cc4867c5e1c22da4b79bb8852b9e2a06da0,325954.66848659,contract,,,0.00000000,13320.92655665,325954.66848659
148,0x18add7f0bd3ee215677d6b55b5c967e057777e4b,316049.58606360,wallet,,,-18127.70226338,-860938.17780538,240573.26549267
149,0x9ed0c50c0e695da842bef920bdb4a8dcbf7f6323,314227.00000000,wallet,,,0.00000000,0.00000000,0.00000000
150,0x9642b23ed1e01df1092b92641051881a322f5d4e,311981.48846261,wallet,mexc,Centralized Exchange,-1057.90902077,785.51254064,26373.68275429
151,0x0106a731dd7bb190c42bf7cee76717c7c24e4598,300823.00000000,wallet,,,0.00000000,0.00000000,0.00000000
152,0x6fc9823f5d722231bac8c0383a9eaebe6d4ea9ab,294588.00000000,wallet,,,0.00000000,0.00000000,0.00000000
153,0xa2308acaf9c331e6b1766c9ddddce7e07e4a09df,294588.00000000,wallet,,,0.00000000,0.00000000,0.00000000
154,0x7b905fe351619607fdadd57599ed9f26bb0c18c9,276080.00000000,wallet,,,0.00000000,0.00000000,0.00000000
155,0xd9eca8a6605a395175142150f24ccf8660ae5c88,276080.00000000,wallet,,,0.00000000,0.00000000,0.00000000
156,0xa3fdf4724bf4369310b1bb2789c0527e29ba1b64,276024.00000000,wallet,,,0.00000000,0.00000000,0.00000000
157,0x0fa6561afb8a9613aa88349db0bfa8a0425bff59,275941.00000000,wallet,,,0.00000000,0.00000000,0.00000000
158,0x58d1b0b034b3d9a1ff192250d8aee5c91862511b,265947.00000000,wallet,,,0.00000000,0.00000000,0.00000000
159,0x44a13caef95ce26799ecb23212abc0219a1f86bb,265004.41526300,wallet,,,0.00000000,265004.41526300,265004.41526300
160,0x96d4180b4cf90875ce187ebe8ffb9618049b24a4,253709.97267500,wallet,,,0.00000000,-22212.00000000,-22212.00000000
161,0x1157a2076b9bb22a85cc2c162f20fab3898f4101,250533.77390595,wallet,falconx,Investors/VC/Incubator,0.00000000,0.00000000,250532.93777200
162,0x75d55ba206e0b4650a11a2a6ea663625b91bc61b,248472.00000000,wallet,,,0.00000000,0.00000000,0.00000000
165,0x16658ec4cac929c5cb1821c325f335851e9ee14b,245490.00000000,wallet,,,0.00000000,0.00000000,0.00000000
166,0x25d2f56b4286227651fa2a123c4e9a6438327bc3,245490.00000000,wallet,,,0.00000000,0.00000000,0.00000000
163,0xc8596c73be13f1cb5bb114ce37d4505f43f7c0b4,245490.00000000,wallet,,,0.00000000,0.00000000,0.00000000
164,0x4075f3960b75025c90de8942b7033d373b6cb436,245490.00000000,wallet,,,0.00000000,0.00000000,0.00000000
167,0xd2dd7b597fd2435b6db61ddf48544fd931e6869f,238635.54928300,wallet,,,3070.02622900,238635.54928300,238635.54928300
168,0x1887fa9edadeab7562b01cc3f4fa246ace2c3cdd,219217.83634414,wallet,,,-157.85366063,-10567.30704700,-70525.21923247
169,0xfcc67582ecffd5965f51cd64c307130ed4d2f6ce,209468.00000000,wallet,,,0.00000000,0.00000000,0.00000000
170,0x0529ea5885702715e83923c59746ae8734c553b7,208535.60217853,wallet,bitpanda,Centralized Exchange,-899.79172012,-6179.00883961,45744.83029133
171,0x5daa0a4a8b966c6b8402043045c37a40d046e387,207059.00000000,wallet,,,0.00000000,0.00000000,0.00000000
172,0x74db5798fe0c047c496e8613f31e85fd531ece16,207059.00000000,wallet,,,0.00000000,0.00000000,0.00000000
173,0x2a79473a38be1469d34e0bca235205d29f58351b,206650.00000000,wallet,,,0.00000000,0.00000000,0.00000000
174,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,202960.24050000,wallet,,,6934.43500000,4484.18800000,274.71300000
175,0xb29061078df3e8f4ea28cfb6414cc64f6ff3b88e,202917.47000000,wallet,,,0.00000000,0.00000000,0.00000000
176,0xfd73fe674486f6163840b929b20bab449cf802c0,200123.34655200,wallet,,,0.00000000,0.00000000,200123.34655200
177,0xf63f5fcc54f5fd11f3c098053f330e032e4d9259,200000.14463306,wallet,,,0.00000000,0.00000000,0.00000000
179,0x272189888d66761957813a99818ffe433797f1af,199996.00000000,wallet,,,0.00000000,0.00000000,0.00000000
180,0xeacae26e13cf45f3f69fef96b3ce59ef0f9723b2,199996.00000000,wallet,,,0.00000000,0.00000000,0.00000000
181,0xe3237023fb9cf7b570154411a326021128175306,199996.00000000,wallet,,,0.00000000,0.00000000,0.00000000
178,0x442ded1275e84e7372d0837bbdfcfb679d514d60,199996.00000000,wallet,,,0.00000000,0.00000000,0.00000000
182,0x477771c22dffb86218ffa5b6fa811057cae8bda3,198295.14551847,wallet,,,115278.66567834,167588.89902354,2958.90650712
183,0xd9fc67cecdb216b9e91cd9524dcf4bb8a5228c2b,193256.00000000,wallet,,,0.00000000,0.00000000,0.00000000
184,0xb0a3a2b60e969afd26561429aa4c1444c57e4411,187436.65758269,wallet,,,0.00000000,0.00000000,59509.49088543
185,0x0cd5fcdd88f468786a7f97821c9c93095a17b229,186572.00000000,wallet,,,0.00000000,0.00000000,0.00000000
186,0x8ab2a293226145da2f6150381af0cac8397231e2,186572.00000000,wallet,,,0.00000000,0.00000000,0.00000000
187,0xd7bd30973be3894d9bdb84fe9f328d0c0a8b3ba7,180003.34405693,wallet,,,0.00000000,0.00000000,20003.11458922
188,0x983251a0a54d6349883660cfe731aa25ba12df38,174105.00000000,wallet,,,0.00000000,0.00000000,0.00000000
189,0x90fd1cebc0deeb0d23157eaee5849482ee21fd53,170033.00000000,wallet,,,0.00000000,0.00000000,0.00000000
190,0x13f8dbef61b525ce19f50d695c33979ebc929da6,170029.08764497,wallet,,,552.74495369,32186.19659016,56907.66759016
191,0x0fa65eff1db6fe0dc1e0f10c1f5dccd29ca66014,166658.00000000,wallet,,,0.00000000,0.00000000,0.00000000
192,0xa24579e4df2e7adc5cb35849546b848e48f88ca0,166658.00000000,wallet,,,0.00000000,0.00000000,0.00000000
193,0xff286bc35d9a6550b45b73acfa9a111dcf15d0ec,166658.00000000,wallet,,,0.00000000,0.00000000,0.00000000
194,0x1148880208075029d240592e56ef98a1479b9635,166658.00000000,wallet,,,0.00000000,0.00000000,0.00000000
195,0x316921fab4118767e70b836044fac9f1dbf8ef63,166658.00000000,wallet,,,0.00000000,0.00000000,0.00000000
196,0x165773528e5f5d0cb19ce2364ffa07404c6a1869,166658.00000000,wallet,,,0.00000000,0.00000000,0.00000000
198,0x9b70fe5700a649886ca4272be9cb9f061a76508e,165648.00000000,wallet,,,0.00000000,0.00000000,0.00000000
197,0x3da329c75bd6f1a37e9023fa96ad7409cddd5a19,165648.00000000,wallet,,,0.00000000,0.00000000,0.00000000
199,0x7f604d597c15b2e2f60dc645844f68b1d781b752,163607.21098592,wallet,bitstamp,Centralized Exchange,-15911.99514431,-85829.18794004,19767.48284398
200,0xd13a176e5c9e44147555bbc04f0b101735c59d71,160126.00000000,wallet,,,0.00000000,0.00000000,0.00000000
201,0xc64acf6277b87590159e193785a07d7cc4a9da90,158013.60206737,wallet,,,0.00000000,4170.58467438,150950.69093256
202,0xf5b4747dfbad40be2cb7dc33f45837548fb76631,153431.00000000,wallet,,,0.00000000,0.00000000,0.00000000
203,0xbc1fdbabe788128166cb1a4207d81ff807a470be,150000.35014280,wallet,,,0.00000000,0.00000000,0.00000000
204,0xc4f18aaafe379dee5e605df4df679d080950816b,147294.00000000,wallet,,,0.00000000,0.00000000,0.00000000
213,0x06064054c1c31c2bf7fc1e848f87a4a11cd96888,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
205,0xc9f3c1c02caa0c97f8e881499893bdd6c44badd2,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
206,0xf32b458b3d92eb4212797e74e7ce89734e58d08e,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
207,0x9bf8b0d6a29ed5398c118b4fa53ed3f6d00e51fa,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
208,0x416755020ca413958b565ea34d4a8de8d33a864b,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
209,0xdb2484555a2c9177bba142b76724d5f6706d6199,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
210,0xcc7d08772637a32155d706c4251a0292c391dafc,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
211,0x0755406a0c619e96efe9df94322a9b43806c246a,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
212,0x63290f387ae6a091f1933f45a73d1a7f189cf8c4,138040.00000000,wallet,,,0.00000000,0.00000000,0.00000000
214,0xf81467838d83ee2f58b8179eb8b80dda9c15a5b7,135772.56140000,wallet,,,0.00000000,-14227.43860000,-14227.43860000
215,0xfc25f34d2714936fa9ecef76e8fcb19882adbfaa,133330.00000000,wallet,,,0.00000000,0.00000000,0.00000000
216,0x1486bc03fb8f6a248b2062e2b56d102d0de0912c,129336.29742686,wallet,,,0.00000000,0.00000000,0.00000000
217,0xdd12a74607e8ed332e3dd37ec2b987fdbdfc59d5,121878.50000000,wallet,,,0.00000000,0.00000000,0.00000000
